dataset1/CS/cCRE/dataset1_cCRE_CS_cmds-7422231.out:22601.21user 121.47system
dataset1/itLSI/archrGAS/dataset1_archrGAS_itLSI_RNASeurat50_NNmetrics.out:103.51user 1.85system
dataset1/itLSI/archrGAS/dataset1_archrGAS_itLSI_UMAP.out:509.78user 4.90system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_cmds-7421852.out:3985.10user 253.58system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_embeddings.out:358.74user 60.85system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_featMat.out:935.93user 156.75system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_embeddings.out:24.97user 2.92system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_LISImetrics.out:43.28user 1.23system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_NNgraph.out:192.40user 1.74system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNAPCAHarmony100_NNmetrics.out:102.48user 1.43system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNAPCAHarmony200_NNmetrics.out:123.24user 1.53system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNAPCAHarmony50_NNmetrics.out:99.89user 1.65system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNASeurat100_NNmetrics.out:106.52user 1.47system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNASeurat200_NNmetrics.out:122.20user 1.55system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_RNASeurat50_NNmetrics.out:101.24user 1.60system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_Harmony_UMAP.out:452.45user 3.90system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_LISImetrics.out:43.62user 1.10system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_NNgraph.out:188.18user 1.42system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_reformatArchR.out:3.19user 0.93system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNAPCAHarmony100_NNmetrics.out:105.84user 1.43system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNAPCAHarmony200_NNmetrics.out:115.55user 1.54system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNAPCAHarmony50_NNmetrics.out:96.84user 1.62system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNASeurat100_NNmetrics.out:103.17user 1.48system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNASeurat200_NNmetrics.out:109.59user 1.51system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_RNASeurat50_NNmetrics.out:99.05user 1.60system
dataset1/itLSI/basicGAS/dataset1_basicGAS_itLSI_UMAP.out:456.59user 4.13system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_cmds-7421848.out:4012.92user 220.57system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_embeddings.out:514.03user 80.60system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_featMat.out:1605.39user 113.14system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_embeddings.out:17.24user 1.62system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_LISImetrics.out:20.14user 0.83system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_NNgraph.out:105.62user 1.28system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNAPCAHarmony100_NNmetrics.out:76.16user 0.97system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNAPCAHarmony200_NNmetrics.out:87.50user 1.20system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNAPCAHarmony50_NNmetrics.out:72.30user 1.31system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNASeurat100_NNmetrics.out:76.86user 1.25system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNASeurat200_NNmetrics.out:87.47user 1.22system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_RNASeurat50_NNmetrics.out:71.94user 1.26system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_Harmony_UMAP.out:344.90user 2.79system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_LISImetrics.out:18.15user 0.90system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_NNgraph.out:100.40user 1.31system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_reformatArchR.out:2.68user 0.70system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNAPCAHarmony100_NNmetrics.out:75.14user 1.20system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNAPCAHarmony200_NNmetrics.out:87.73user 1.10system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNAPCAHarmony50_NNmetrics.out:72.46user 1.14system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNASeurat100_NNmetrics.out:76.38user 1.08system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNASeurat200_NNmetrics.out:87.97user 1.26system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_RNASeurat50_NNmetrics.out:72.16user 1.23system
dataset1/itLSI/cCRE/dataset1_cCRE_itLSI_UMAP.out:340.16user 2.99system
dataset1/itLSI/peak/dataset1_peak_itLSI_cmds-7421849.out:5373.23user 379.19system
dataset1/itLSI/peak/dataset1_peak_itLSI_embeddings.out:614.25user 133.08system
dataset1/itLSI/peak/dataset1_peak_itLSI_featMat.out:2051.34user 202.88system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_embeddings.out:23.41user 3.08system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_LISImetrics.out:34.34user 1.52system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_NNgraph.out:169.38user 2.12system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNAPCAHarmony100_NNmetrics.out:109.67user 1.83system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNAPCAHarmony200_NNmetrics.out:126.85user 1.96system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNAPCAHarmony50_NNmetrics.out:103.54user 1.86system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNASeurat100_NNmetrics.out:109.62user 1.83system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNASeurat200_NNmetrics.out:127.37user 1.90system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_RNASeurat50_NNmetrics.out:105.12user 1.93system
dataset1/itLSI/peak/dataset1_peak_itLSI_Harmony_UMAP.out:460.80user 4.55system
dataset1/itLSI/peak/dataset1_peak_itLSI_LISImetrics.out:31.15user 1.44system
dataset1/itLSI/peak/dataset1_peak_itLSI_NNgraph.out:161.07user 2.16system
dataset1/itLSI/peak/dataset1_peak_itLSI_reformatArchR.out:3.39user 1.32system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNAPCAHarmony100_NNmetrics.out:110.53user 1.82system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNAPCAHarmony200_NNmetrics.out:128.28user 1.96system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNAPCAHarmony50_NNmetrics.out:105.12user 1.89system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNASeurat100_NNmetrics.out:110.93user 1.73system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNASeurat200_NNmetrics.out:126.53user 1.89system
dataset1/itLSI/peak/dataset1_peak_itLSI_RNASeurat50_NNmetrics.out:104.82user 1.80system
dataset1/itLSI/peak/dataset1_peak_itLSI_UMAP.out:455.57user 4.42system
dataset1/itLSI/tile/dataset1_tile_itLSI_cmds-7421851.out:3085.81user 142.40system
dataset1/itLSI/tile/dataset1_tile_itLSI_embeddings.out:796.14user 111.34system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_embeddings.out:18.79user 1.79system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_LISImetrics.out:29.25user 1.06system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_NNgraph.out:141.85user 1.45system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNAPCAHarmony100_NNmetrics.out:89.41user 1.31system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNAPCAHarmony200_NNmetrics.out:102.52user 1.33system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNAPCAHarmony50_NNmetrics.out:84.33user 1.38system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNASeurat100_NNmetrics.out:89.20user 1.23system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNASeurat200_NNmetrics.out:103.49user 1.30system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_RNASeurat50_NNmetrics.out:83.98user 1.33system
dataset1/itLSI/tile/dataset1_tile_itLSI_Harmony_UMAP.out:366.95user 3.14system
dataset1/itLSI/tile/dataset1_tile_itLSI_LISImetrics.out:31.54user 1.14system
dataset1/itLSI/tile/dataset1_tile_itLSI_NNgraph.out:155.78user 1.57system
dataset1/itLSI/tile/dataset1_tile_itLSI_reformatArchR.out:3.32user 1.06system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNAPCAHarmony100_NNmetrics.out:96.63user 1.36system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNAPCAHarmony200_NNmetrics.out:122.15user 1.42system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNAPCAHarmony50_NNmetrics.out:91.76user 1.41system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNASeurat100_NNmetrics.out:96.43user 1.39system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNASeurat200_NNmetrics.out:117.35user 1.45system
dataset1/itLSI/tile/dataset1_tile_itLSI_RNASeurat50_NNmetrics.out:91.84user 1.46system
dataset1/itLSI/tile/dataset1_tile_itLSI_UMAP.out:372.96user 3.29system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_cmds-7422102.out:3732.98user 69.04system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_embeddings.out:697.30user 36.35system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_embeddings.out:29.51user 2.98system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_LISImetrics.out:85.71user 1.09system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_NNgraph.out:341.40user 1.55system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNAPCAHarmony100_NNmetrics.out:104.03user 1.34system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNAPCAHarmony200_NNmetrics.out:119.25user 1.38system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNAPCAHarmony50_NNmetrics.out:97.38user 1.36system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNASeurat100_NNmetrics.out:103.07user 1.33system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNASeurat200_NNmetrics.out:116.46user 1.40system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_RNASeurat50_NNmetrics.out:96.76user 1.33system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_Harmony_UMAP.out:416.11user 3.49system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_LISImetrics.out:94.33user 1.06system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_NNgraph.out:378.07user 1.70system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNAPCAHarmony100_NNmetrics.out:103.39user 1.40system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNAPCAHarmony200_NNmetrics.out:118.44user 1.41system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNAPCAHarmony50_NNmetrics.out:99.30user 1.43system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNASeurat100_NNmetrics.out:104.07user 1.34system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNASeurat200_NNmetrics.out:116.54user 1.40system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_RNASeurat50_NNmetrics.out:97.28user 1.48system
dataset1/LSI/cCRE/dataset1_cCRE_LSI_UMAP.out:414.49user 4.10system
dataset1/LSI/peak/dataset1_peak_LSI_cmds-7422101.out:3912.52user 124.78system
dataset1/LSI/peak/dataset1_peak_LSI_embeddings.out:819.35user 52.91system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_embeddings.out:31.41user 3.18system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_LISImetrics.out:107.32user 1.16system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_NNgraph.out:468.25user 5.52system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNAPCAHarmony100_NNmetrics.out:102.50user 3.24system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNAPCAHarmony200_NNmetrics.out:117.66user 3.57system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNAPCAHarmony50_NNmetrics.out:98.79user 3.20system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNASeurat100_NNmetrics.out:101.38user 3.31system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNASeurat200_NNmetrics.out:117.44user 3.55system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_RNASeurat50_NNmetrics.out:98.88user 3.17system
dataset1/LSI/peak/dataset1_peak_LSI_Harmony_UMAP.out:409.10user 25.28system
dataset1/LSI/peak/dataset1_peak_LSI_LISImetrics.out:93.55user 0.79system
dataset1/LSI/peak/dataset1_peak_LSI_NNgraph.out:379.69user 1.31system
dataset1/LSI/peak/dataset1_peak_LSI_RNAPCAHarmony100_NNmetrics.out:89.52user 1.32system
dataset1/LSI/peak/dataset1_peak_LSI_RNAPCAHarmony200_NNmetrics.out:101.88user 1.10system
dataset1/LSI/peak/dataset1_peak_LSI_RNAPCAHarmony50_NNmetrics.out:84.72user 1.36system
dataset1/LSI/peak/dataset1_peak_LSI_RNASeurat100_NNmetrics.out:88.59user 1.08system
dataset1/LSI/peak/dataset1_peak_LSI_RNASeurat200_NNmetrics.out:103.95user 1.24system
dataset1/LSI/peak/dataset1_peak_LSI_RNASeurat50_NNmetrics.out:84.57user 1.27system
dataset1/LSI/peak/dataset1_peak_LSI_UMAP.out:413.85user 7.11system
dataset1/LSI/tile/dataset1_tile_LSI_cmds-7422100.out:361.76user 80.28system
dataset1/LSI/tile/dataset1_tile_LSI_cmds-7422103.out:4666.81user 367.34system
dataset1/LSI/tile/dataset1_tile_LSI_embeddings.out:2338.37user 334.56system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_embeddings.out:29.09user 3.76system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_LISImetrics.out:23.76user 1.09system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_NNgraph.out:131.57user 1.51system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNAPCAHarmony100_NNmetrics.out:99.27user 1.38system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNAPCAHarmony200_NNmetrics.out:112.41user 1.43system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNAPCAHarmony50_NNmetrics.out:93.36user 1.46system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNASeurat100_NNmetrics.out:103.70user 1.42system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNASeurat200_NNmetrics.out:113.02user 1.36system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_RNASeurat50_NNmetrics.out:92.63user 1.44system
dataset1/LSI/tile/dataset1_tile_LSI_Harmony_UMAP.out:401.50user 3.58system
dataset1/LSI/tile/dataset1_tile_LSI_LISImetrics.out:20.90user 1.00system
dataset1/LSI/tile/dataset1_tile_LSI_NNgraph.out:130.12user 1.45system
dataset1/LSI/tile/dataset1_tile_LSI_RNAPCAHarmony100_NNmetrics.out:99.25user 1.31system
dataset1/LSI/tile/dataset1_tile_LSI_RNAPCAHarmony200_NNmetrics.out:112.16user 1.39system
dataset1/LSI/tile/dataset1_tile_LSI_RNAPCAHarmony50_NNmetrics.out:92.30user 1.39system
dataset1/LSI/tile/dataset1_tile_LSI_RNASeurat100_NNmetrics.out:97.58user 1.33system
dataset1/LSI/tile/dataset1_tile_LSI_RNASeurat200_NNmetrics.out:112.37user 1.36system
dataset1/LSI/tile/dataset1_tile_LSI_RNASeurat50_NNmetrics.out:92.22user 1.42system
dataset1/LSI/tile/dataset1_tile_LSI_UMAP.out:371.13user 3.59system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_cmds-7422227.out:3127.53user 72.76system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_embeddings.out:59.97user 3.07system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_embeddings.out:27.45user 3.44system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_LISImetrics.out:60.15user 1.17system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_NNgraph.out:257.61user 1.77system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNAPCAHarmony100_NNmetrics.out:102.74user 1.39system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNAPCAHarmony200_NNmetrics.out:123.63user 1.50system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNAPCAHarmony50_NNmetrics.out:98.66user 1.48system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNASeurat100_NNmetrics.out:101.99user 1.36system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNASeurat200_NNmetrics.out:119.27user 1.56system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_RNASeurat50_NNmetrics.out:99.20user 1.61system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_Harmony_UMAP.out:486.89user 5.09system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_LISImetrics.out:56.51user 1.18system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_NNgraph.out:246.75user 1.99system
dataset1/PCA/archrGAS/dataset1_archrGAS_PCA_RNAPCAHarmony100_NNmetrics.out:105.34user 1.47system
